id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,class
214,20.168762,-9.466165,-6.480579,17.567172,-7.447757,18.637967,-20.473684,4.844146,-9.157636,-3.940735,-0.481330,-11.142318,15.986023,-9.519673,8.004798,9.723197,-9.273089,15.092014,-29.815791,-6.658376,B,C,A,C,A,D,E,G
216,20.086260,-9.487671,-5.778337,17.494046,-7.636033,18.587041,-19.912302,3.749841,-9.223449,-4.454486,-0.246710,-11.011838,15.762376,-9.431871,7.547580,9.735496,-9.311867,15.004928,27.483817,-7.808842,A,D,B,B,E,D,F,F
218,14.690699,-8.587625,-4.011782,17.204890,-8.365510,18.682164,-19.905757,1.042339,-2.063559,-3.234764,0.587583,-16.983292,13.395322,-19.839723,16.211834,9.784135,-9.239439,15.211699,11.058438,-11.455001,B,C,A,B,E,D,B,G
220,14.673410,-8.995205,-3.478769,17.176476,-7.991290,18.619469,-19.644581,0.189314,-2.393365,-4.062814,0.132993,-16.467194,13.097301,-19.396482,15.684960,9.788915,-9.287174,15.071319,-16.577561,-7.402355,B,F,B,C,A,D,D,G
222,22.439723,-9.029797,-6.983000,16.831670,-8.443556,18.566671,-19.873517,5.593228,-9.608005,-4.354615,0.754109,-12.513166,16.948930,-8.773322,7.098225,9.846923,-9.327379,15.021856,2.610911,-7.622130,A,D,A,A,A,D,A,G
224,14.707275,-11.065863,-4.299951,17.299883,-8.081477,18.578375,-19.462024,1.484471,-2.590178,-4.414479,0.582596,-16.182878,12.937592,-19.421566,15.360190,9.768156,-9.318466,15.011709,30.509529,-13.141929,D,B,A,C,D,A,A,G
226,15.765469,-8.829386,-6.951474,16.822019,-8.387040,18.602856,-20.104299,5.623232,-1.992311,-4.035952,0.649158,-17.631477,13.577669,-19.978538,16.384778,9.848547,-9.299824,15.075873,-11.236847,-7.866705,B,B,A,B,D,D,A,G
228,16.098672,-9.261059,-2.751138,17.413005,-7.519308,18.656698,-18.364026,-0.726962,-1.406433,-3.884736,-0.431086,-18.693920,13.975766,-20.918896,16.502168,9.749128,-9.258827,15.101507,-32.283314,-6.697825,A,A,A,B,E,D,G,D
230,15.032478,-8.479137,-2.730404,17.051435,-8.401256,18.702853,-19.865757,-0.935375,-2.166090,-3.005913,0.623713,-16.995353,13.661777,-19.671063,16.064847,9.809950,-9.223689,15.250500,-12.887621,-12.581617,D,E,C,B,B,A,E,F
232,20.952516,-8.634271,-0.913371,17.403889,-8.189636,18.741119,-19.895333,-3.869530,-9.555136,-2.652288,0.350072,-11.368599,16.791382,-8.752194,7.170997,9.750661,-9.194559,15.310457,21.825836,-8.583365,D,G,C,C,A,A,A,F
234,14.673081,-9.354350,-6.990011,17.085127,-7.751432,18.563927,-20.069907,5.719688,-1.936872,-4.688207,-0.123692,-17.170418,12.860542,-20.132842,16.440841,9.804282,-9.329468,14.965314,2.269606,-10.833671,A,C,B,B,B,E,B,F
236,22.325151,-8.879680,-5.133224,17.130377,-8.579289,18.614729,-19.832045,2.781273,-9.659471,-3.852417,0.924348,-12.373704,17.039769,-8.663168,7.013455,9.796670,-9.290783,15.106985,-61.248607,-9.827560,D,B,A,B,B,A,D,G
238,22.561605,-9.069147,-4.756085,16.998321,-8.343329,18.590705,-19.860745,2.131491,-9.629722,-4.199618,0.620896,-12.592241,17.088272,-8.752432,7.065714,9.818886,-9.309077,15.048129,-41.767282,-7.999871,D,E,C,B,E,E,A,F
240,15.707127,-8.710824,-2.817931,17.023848,-8.439015,18.641736,-19.628186,-0.737863,-2.529622,-3.687069,0.706179,-16.788392,13.713626,-19.152791,15.504499,9.814591,-9.270220,15.135016,6.371859,-8.440798,D,C,C,B,C,A,B,E
242,16.802613,-11.079467,-3.382625,17.157705,-8.026799,18.669283,-18.274880,0.323417,-1.525491,-3.454677,0.516441,-18.872705,14.384435,-21.007476,16.318055,9.792073,-9.249246,15.174415,-23.671789,-7.429789,B,F,C,A,E,B,D,G
244,20.701773,-11.301859,-3.112771,17.279871,-7.893524,18.681066,-19.991122,-0.352026,-9.424119,-3.260540,0.391955,-11.295896,16.424637,-9.651306,7.380096,9.771522,-9.240275,15.207329,38.333417,-10.825528,A,G,A,B,B,D,A,G
246,15.508811,-11.037198,-2.605654,17.340915,-8.130371,18.641505,-19.913755,-1.130359,-2.256310,-3.770665,0.639470,-17.099060,13.613118,-19.912557,15.969895,9.761254,-9.270395,15.120844,20.166633,-8.639456,C,B,B,B,B,E,G,G
248,15.417403,-8.659303,-2.377936,17.241735,-8.391116,18.683396,-19.880379,-1.414142,-2.229197,-3.279063,0.632607,-17.093562,13.757819,-19.598975,15.990548,9.777937,-9.238502,15.204188,-1.416989,-8.377712,D,E,A,A,D,B,A,G
250,16.157518,-10.820760,-4.178529,17.156018,-8.474809,18.611298,-19.845484,1.394207,-2.373499,-3.956363,1.051865,-17.259255,13.812271,-19.702279,15.792566,9.792357,-9.293396,15.089364,8.232600,-6.119272,A,A,C,A,D,D,G,C
252,20.787757,-9.229092,-3.985408,17.173506,-8.008526,18.582312,-19.477786,0.973223,-9.435038,-4.394681,0.191247,-11.353257,16.117656,-9.067859,7.023964,9.789415,-9.315468,15.015065,-17.372076,-8.876834,D,E,A,C,A,A,A,G
254,21.450080,-9.009487,-3.829868,17.123736,-8.166647,18.623333,-19.742932,0.669373,-9.527445,-3.896519,0.371092,-11.791609,16.605972,-8.882449,7.097458,9.797787,-9.284231,15.099509,5.526634,-10.874791,B,B,C,B,B,D,A,E
256,21.898906,-9.077271,-4.937552,17.263294,-8.272153,18.607271,-19.905240,2.393582,-9.544635,-4.053206,0.524390,-12.135203,16.789154,-8.874871,7.189290,9.774311,-9.296462,15.072948,-5.825589,-5.745129,C,B,C,B,C,E,A,G
258,14.545880,-11.354544,-5.601981,17.312509,-8.007158,18.653709,-20.309542,3.607471,-1.659098,-3.570992,0.540252,-17.540013,13.189650,-20.853472,16.893879,9.766032,-9.261103,15.154695,26.659196,-5.697117,A,C,A,C,A,D,G,G
260,24.805654,-9.035838,-5.709606,16.870219,-8.495665,18.577292,-18.139732,3.776714,-9.181159,-4.298854,0.827350,-14.818910,18.251992,-9.381533,6.519305,9.840437,-9.319291,15.031307,3.716230,-6.135116,C,G,B,B,B,E,G,E
262,22.160140,-11.103500,-2.962673,17.167161,-8.171473,18.629003,-19.885739,-0.585060,-9.597718,-3.803301,0.702764,-12.296597,17.000051,-9.356505,7.117880,9.790482,-9.279915,15.115312,-1.227607,-8.065563,B,F,B,C,E,C,A,F
264,23.220890,-9.152677,-4.147590,17.285270,-8.224100,18.599215,-17.971018,1.409166,-9.036619,-4.194448,0.469505,-13.669180,17.466839,-9.615638,6.605001,9.770614,-9.302596,15.049005,34.282767,-9.588222,B,B,B,B,E,D,A,E
266,23.897341,-10.724565,-2.643583,17.203844,-8.530478,18.691336,-18.096380,-0.954130,-9.182435,-3.010851,1.111476,-14.079460,18.130112,-9.816346,6.494446,9.784311,-9.232456,15.249662,-0.395825,-5.146256,A,C,C,B,D,D,A,F
268,15.105861,-11.320396,-4.504875,17.222114,-7.731608,18.701327,-18.321616,2.008100,-1.165228,-3.113506,0.202032,-18.578115,13.690154,-21.583312,16.805431,9.781238,-9.224850,15.232258,6.841194,-10.039497,B,G,B,C,E,D,A,G
270,22.525899,-11.872856,-4.630928,17.376120,-7.439558,18.608743,-18.394369,2.092520,-8.745669,-4.242939,-0.016531,-13.395729,17.126812,-10.743746,7.181065,9.755332,-9.295341,15.040785,-28.404545,-13.125805,B,G,C,C,D,D,A,F
272,15.989905,-9.344709,-4.718167,17.389241,-7.820441,18.560698,-17.875073,2.278119,-2.078306,-4.793547,-0.036704,-17.616377,13.524849,-19.918802,15.469207,9.753125,-9.331927,14.947460,-20.166850,-9.106442,B,F,C,B,D,D,D,F
274,13.779378,-9.238468,-6.411490,17.432844,-7.667077,18.629043,-20.325134,4.829821,-1.540526,-4.031636,-0.250322,-17.364601,12.696675,-20.713791,17.050884,9.745791,-9.279884,15.076604,-5.189717,-6.588866,A,G,A,B,E,D,A,F
276,14.453028,-11.232060,-3.453967,17.223117,-7.908955,18.722778,-20.456452,0.164676,-1.514671,-2.857787,0.398084,-17.721035,13.480736,-21.048294,17.139155,9.781069,-9.208521,15.275614,11.118816,-7.903597,B,G,A,C,C,D,F,G
278,22.556793,-11.992778,-5.678184,17.554328,-7.503614,18.668578,-18.701957,3.741620,-8.681978,-3.530723,0.077459,-13.482470,17.345863,-10.865715,7.426084,9.725357,-9.249783,15.161522,-1.260814,-7.263952,A,F,B,C,B,D,F,G
280,14.441315,-11.232106,-4.476959,17.165376,-7.883046,18.624140,-19.880493,1.747371,-2.118460,-3.937039,0.366599,-16.776148,13.002279,-20.150165,16.131550,9.790782,-9.283617,15.092640,-13.715057,-12.215886,A,E,B,B,E,B,C,G
282,13.384857,-11.141380,-3.727931,17.369635,-7.963344,18.713243,-20.024125,0.697510,-1.789820,-2.919680,0.448570,-16.789005,12.923436,-20.623757,16.609020,9.756423,-9.215779,15.265120,6.903156,-9.791232,D,D,C,B,C,B,A,F
284,15.785870,-10.822452,-5.818482,16.859162,-8.423276,18.589073,-19.777132,3.938307,-2.363525,-4.122927,0.983963,-17.079746,13.531701,-19.717400,15.777042,9.842298,-9.310319,15.061129,18.806807,-8.321140,B,B,A,B,A,C,C,E
286,15.962428,-10.918362,-4.603912,17.179274,-8.390593,18.603519,-19.874173,1.994945,-2.317246,-4.059148,0.955874,-17.241477,13.680797,-19.802135,15.875992,9.788444,-9.299319,15.071940,-12.270967,-5.523595,B,F,B,A,B,A,D,B
288,14.969516,-11.614740,-5.382776,17.420202,-7.753322,18.569260,-20.047991,3.240201,-2.050091,-4.644854,0.283478,-17.141966,13.033755,-20.317177,16.287851,9.747917,-9.325407,14.972662,11.342666,-6.281688,B,E,C,B,B,D,A,F
290,16.716331,-10.991389,-2.969983,17.318265,-8.114161,18.633178,-17.996807,-0.329338,-1.949448,-3.859472,0.611221,-18.189547,14.187361,-20.361518,15.675504,9.765064,-9.276735,15.105789,-5.853824,-10.767286,A,F,C,B,A,D,C,F
292,14.431645,-8.966712,-1.717555,17.419764,-7.976638,18.653108,-19.584020,-2.464049,-2.444605,-3.757474,0.109180,-16.268104,13.130542,-19.315458,15.595109,9.747991,-9.261561,15.123081,15.726352,-8.498849,B,G,B,C,A,D,A,G
294,15.818419,-9.389789,-5.168351,17.418544,-7.725529,18.569544,-18.004829,3.018267,-1.861323,-4.723010,-0.150769,-17.857792,13.470616,-20.251396,15.793794,9.748196,-9.325191,14.959415,32.616135,-9.193342,A,D,C,B,B,D,A,D
296,21.801573,-11.146152,-4.847602,17.257210,-8.286369,18.634760,-20.004384,2.270792,-9.554347,-3.650118,0.856817,-12.048008,16.830562,-9.428096,7.247231,9.775334,-9.275531,15.141281,18.427829,-13.036841,A,F,B,A,B,C,D,G
298,17.405274,-8.774765,-4.935758,16.939869,-8.345280,18.635264,-18.177417,2.662187,-1.675610,-3.763098,0.583965,-18.964050,14.547407,-20.449430,16.090723,9.828720,-9.275147,15.122127,-13.907950,-6.964735,C,A,A,B,E,E,G,G
300,21.765217,-9.053759,-3.873074,17.136097,-8.138038,18.631616,-19.916953,0.811291,-9.537702,-3.823243,0.338694,-12.034328,16.800565,-8.878854,7.204924,9.795708,-9.277925,15.111931,-25.235863,-10.232773,D,C,C,B,E,E,B,G
302,14.645680,-8.889664,-2.462617,17.368812,-8.062572,18.655868,-19.728219,-1.385784,-2.306223,-3.687355,0.213024,-16.587219,13.248933,-19.513364,15.830053,9.756561,-9.259459,15.134968,-29.263662,-7.543953,D,A,C,A,D,A,C,G
304,18.244985,-10.707723,-3.861813,17.122900,-8.555656,18.623762,-18.126420,1.011865,-1.912420,-3.827214,1.142664,-19.069136,14.933665,-20.370961,15.764066,9.797928,-9.283905,15.111258,-20.970700,-5.240502,D,A,B,B,E,A,D,E
306,16.425336,-8.855427,-6.260976,17.024706,-8.666134,18.574147,-19.826004,4.574861,-2.379755,-4.325820,1.043780,-17.391664,13.801757,-19.397987,15.776539,9.814447,-9.321685,15.026737,-1.607436,-9.505364,D,B,B,C,B,D,A,F
308,13.394785,-9.530151,-6.574722,17.255125,-7.394270,18.556609,-19.828535,5.056888,-2.033130,-4.875202,-0.533392,-16.409872,12.180544,-20.012841,16.219098,9.775685,-9.335041,14.933622,47.422732,-12.055399,A,E,A,B,B,C,A,F
310,21.837945,-10.982365,-3.429219,17.264280,-8.355027,18.652740,-19.870645,0.148786,-9.609008,-3.461922,0.919448,-12.026581,16.912573,-9.305160,7.095150,9.774145,-9.261841,15.173187,14.477685,-12.260203,A,B,C,A,A,D,F,G
312,17.685742,-9.192917,-6.272907,16.967016,-8.100532,18.564642,-18.261125,4.721789,-1.691744,-4.624810,0.308526,-19.090071,14.422118,-20.479841,16.095699,9.824152,-9.328923,14.976059,4.747852,-5.999069,C,C,A,A,D,B,B,G
314,20.064451,-9.540368,-6.600035,17.501648,-7.571161,18.583946,-20.052844,5.025131,-9.184305,-4.492881,-0.317784,-11.034358,15.740337,-9.500435,7.685548,9.734218,-9.314223,14.998420,21.903631,-12.644787,B,A,C,B,B,D,G,F
316,16.213823,-8.922742,-0.857442,17.468048,-7.902348,18.687399,-18.043381,-3.693234,-1.832959,-3.457440,0.003831,-18.103300,14.170477,-20.231122,15.842817,9.739869,-9.235453,15.173946,-15.807601,-7.705936,C,B,A,B,E,E,A,F
318,12.853370,-11.395224,-4.278659,17.459156,-7.710746,18.702171,-20.098827,1.407217,-1.649989,-3.108264,0.191826,-16.770231,12.614590,-20.873784,16.817754,9.741365,-9.224208,15.233146,67.977693,-9.334409,A,F,C,A,D,A,D,G
320,14.198151,-9.079206,-3.753774,17.619373,-7.345234,18.714723,-18.418138,0.798152,-0.956884,-3.242572,-0.675644,-18.479515,13.317858,-21.573625,17.108829,9.714417,-9.214652,15.210375,-28.647132,-5.494249,B,E,B,B,E,C,E,F
322,17.201222,-9.064678,-5.314689,17.184023,-8.297237,18.577957,-17.984502,3.309715,-1.990343,-4.439439,0.556984,-18.386207,14.218407,-20.012763,15.617999,9.787646,-9.318784,15.007478,-30.228211,-5.437963,A,B,C,C,C,D,A,F
324,22.832334,-9.163070,-3.751840,17.589215,-7.568218,18.723514,-18.738481,0.735252,-8.742378,-3.048903,-0.387521,-13.640642,17.690370,-10.039135,7.374710,9.719489,-9.207960,15.243211,8.388132,-11.014903,D,A,A,C,D,A,G,F
326,22.578150,-11.199961,-3.410684,17.158637,-8.130351,18.589265,-19.886359,0.045629,-9.600339,-4.270002,0.666974,-12.632220,17.092584,-9.381847,7.115447,9.791916,-9.310173,15.036198,-6.062723,-8.990108,A,B,A,B,B,A,A,F
328,14.424311,-8.964821,-2.526574,17.405433,-7.968077,18.657697,-19.772959,-1.203149,-2.234845,-3.694868,0.097489,-16.587868,13.148477,-19.631014,15.939275,9.750401,-9.258067,15.133694,-10.170193,-12.016890,D,B,B,C,A,D,A,F
330,17.749910,-11.179923,-4.605449,17.077300,-8.050161,18.588138,-18.256234,2.148031,-1.757502,-4.355726,0.562982,-19.027096,14.541733,-20.678197,16.007950,9.805599,-9.311031,15.021667,51.591727,-11.996333,A,B,C,B,B,D,A,G
332,17.005746,-11.303080,-4.437239,17.159970,-7.879622,18.613454,-18.294696,1.887301,-1.590737,-4.116862,0.375351,-18.880230,14.254928,-20.946672,16.238699,9.791692,-9.291754,15.062157,4.505159,-12.595552,C,F,C,B,E,D,A,F
334,23.119168,-8.996929,-4.434840,17.135379,-8.048317,18.653637,-18.231083,1.792832,-8.956089,-3.602608,0.209552,-13.663650,17.590134,-9.694272,6.839686,9.795829,-9.261158,15.149335,-9.930951,-9.986133,B,E,B,B,D,C,A,G
336,14.046284,-8.731696,-1.782380,17.305357,-7.927730,18.721715,-19.981677,-2.348698,-1.955331,-2.984161,0.008728,-16.838972,13.281106,-20.021621,16.380842,9.767235,-9.209330,15.254188,4.554637,-12.908653,A,A,C,A,A,E,G,G
338,24.612097,-11.076911,-6.701288,17.097038,-8.538332,18.602837,-18.303525,5.436081,-9.122486,-3.918449,1.175104,-14.713476,18.222613,-9.998114,6.678991,9.802279,-9.299838,15.095791,18.119171,-7.876790,A,A,B,B,A,D,G,G
340,22.688381,-9.408541,-3.664315,17.188230,-8.035296,18.566457,-19.905561,0.416423,-9.565083,-4.643842,0.254110,-12.753453,17.081585,-8.929865,7.167170,9.786938,-9.327542,14.972833,10.655411,-5.144068,B,G,A,B,C,A,A,F
342,20.950883,-11.137164,-2.699732,17.248625,-8.008279,18.642603,-19.701836,-1.082559,-9.480001,-3.680597,0.503425,-11.439146,16.411516,-9.526472,7.122213,9.776778,-9.269559,15.136114,-1.045655,-6.550924,C,E,B,A,A,D,A,G
344,20.215110,-9.028241,-3.494515,17.493294,-7.801739,18.683790,-20.034291,0.095535,-9.334377,-3.360693,-0.111807,-11.001469,16.183745,-9.161357,7.507962,9.735623,-9.238201,15.190349,17.359937,-5.354405,B,B,C,C,C,D,B,F
346,15.718764,-8.686190,-4.647206,16.941516,-8.410220,18.656970,-20.094311,2.114258,-2.017982,-3.488279,0.662760,-17.568594,13.786772,-19.921187,16.348003,9.828442,-9.258621,15.168718,-7.068559,-8.875623,B,D,B,B,A,D,A,G
348,15.812864,-9.088755,-2.779931,17.508625,-7.687222,18.675478,-18.282592,-0.705480,-1.424352,-3.621367,-0.249715,-18.523252,13.917049,-20.869185,16.453168,9.733044,-9.244529,15.146155,29.931158,-10.912667,A,G,A,C,B,D,A,G
350,15.226051,-10.973502,-2.535241,17.322692,-8.173754,18.662874,-19.912017,-1.161137,-2.204801,-3.503706,0.684025,-17.033583,13.568296,-19.978538,16.034667,9.764319,-9.254126,15.166103,7.806633,-11.253259,C,D,A,B,A,E,A,G
352,24.032870,-8.902701,-4.001544,17.387243,-8.051116,18.722195,-18.688976,1.139598,-8.951384,-2.900782,0.199486,-14.400353,18.310991,-9.679283,7.098760,9.753461,-9.208964,15.268325,-54.709863,-5.436254,A,E,C,C,E,D,D,G
354,24.178674,-8.774374,-2.411745,17.065521,-8.471354,18.661182,-18.038632,-1.340757,-9.205733,-3.445959,0.759578,-14.286555,18.175846,-9.284851,6.435456,9.807581,-9.255413,15.175893,24.563095,-6.713720,B,F,A,B,A,D,D,F
356,21.653499,-11.808043,-3.939091,17.433508,-7.388862,18.630629,-18.250262,1.029748,-8.702299,-4.007913,-0.084171,-12.755625,16.738298,-10.784299,7.156901,9.745679,-9.278676,15.080626,23.348031,-10.711390,A,B,A,A,A,D,A,D
358,13.013957,-11.718414,-3.213910,17.485780,-7.306955,18.685555,-20.210915,-0.271365,-1.622444,-3.468714,-0.189181,-16.885983,12.603677,-20.969253,16.899124,9.736887,-9.236858,15.172035,-30.509220,-8.760167,A,D,C,C,D,D,A,F
360,15.655298,-8.402805,-1.237637,17.072476,-8.546650,18.715563,-19.798193,-3.233849,-2.340240,-2.869253,0.819442,-17.047234,14.026818,-19.398338,15.815347,9.806411,-9.214013,15.273670,31.626376,-6.240085,C,E,A,A,D,E,A,G
362,22.575767,-11.043247,0.573653,17.473545,-8.124147,18.662932,-19.837832,-6.080181,-9.671801,-3.583413,0.632605,-12.565817,17.335952,-9.238001,7.003997,9.738944,-9.254081,15.152589,9.604613,-11.665571,B,F,B,A,A,D,D,F
364,23.630957,-10.671896,-0.091515,17.237822,-8.356274,18.698689,-17.942311,-4.931714,-9.203088,-3.049035,0.872390,-13.845194,18.016165,-9.773145,6.387745,9.778595,-9.226859,15.243189,-15.982338,-9.841021,A,A,C,A,D,D,G,C
366,23.596528,-10.946900,-2.357136,17.304310,-8.304887,18.687478,-18.151551,-1.335106,-9.103553,-3.141416,0.848563,-13.908684,17.958479,-9.987445,6.619174,9.767411,-9.235393,15.227526,-30.390204,-10.989222,C,E,C,A,A,C,G,G
368,19.186219,-9.084946,-4.549416,17.567558,-7.546443,18.693652,-20.133743,1.698398,-9.171799,-3.290355,-0.428218,-10.369271,15.695425,-9.406612,7.754274,9.723132,-9.230693,15.202274,-6.616347,-6.724621,B,A,C,A,B,D,G,G
370,12.556305,-8.862085,-6.951570,17.361342,-7.780386,18.669330,-20.129177,5.533452,-1.515312,-3.468870,-0.165988,-16.854573,12.302370,-20.702634,17.001732,9.757818,-9.249210,15.172009,12.692343,-9.427181,D,C,A,B,D,A,A,F
372,13.650557,-8.845381,0.874149,17.624497,-7.665198,18.752520,-19.922826,-6.484329,-2.021503,-2.820929,-0.317986,-16.547897,13.256940,-19.936612,16.272398,9.713555,-9.185881,15.281864,-16.726776,-7.504072,B,D,C,C,D,D,A,G
374,24.549560,-10.851052,-4.090449,16.969217,-8.468194,18.621620,-18.126703,1.282002,-9.195877,-3.776088,1.047721,-14.597050,18.246324,-9.833168,6.494554,9.823782,-9.285536,15.119925,40.301248,-11.895183,C,G,B,C,B,E,A,F
376,15.484307,-8.827425,-6.046040,16.886781,-8.346537,18.605930,-19.908335,4.211434,-2.169373,-4.028856,0.592710,-17.218698,13.447553,-19.711284,16.078210,9.837651,-9.297483,15.077075,29.754760,-5.678132,B,G,C,B,C,D,C,G
378,24.587967,-8.941783,-2.303718,17.256459,-8.445394,18.643204,-18.120220,-1.511108,-9.208912,-3.707287,0.745064,-14.616751,18.334670,-9.319570,6.475361,9.775460,-9.269102,15.131589,2.848931,-7.760746,D,A,C,B,C,A,G,F
380,15.840990,-8.778690,-6.127657,17.050811,-8.605647,18.601650,-19.853425,4.410310,-2.260876,-4.025657,0.948879,-17.263323,13.611179,-19.566884,15.939114,9.810055,-9.300743,15.077618,0.767950,-12.532520,D,G,A,A,B,A,F,G
382,13.838405,-11.656686,-5.059800,17.295963,-7.504380,18.619823,-20.119486,2.616929,-1.810714,-4.101586,0.009236,-16.966943,12.683144,-20.679342,16.621810,9.768815,-9.286904,15.064746,-0.973388,-8.373664,A,E,C,B,A,C,A,F
384,19.864038,-11.462284,-5.758143,17.376624,-7.914075,18.670655,-20.055384,3.760175,-9.306772,-3.291517,0.446004,-10.755098,15.951467,-9.858432,7.552654,9.755247,-9.248201,15.202077,-14.688724,-6.007125,A,A,B,B,E,D,E,G
386,24.013472,-8.923651,-4.290910,17.233217,-7.877450,18.733948,-18.821850,1.589067,-8.896767,-2.797968,-0.028935,-14.435303,18.343773,-9.762512,7.239613,9.779370,-9.200018,15.285757,-58.355727,-8.382756,D,B,B,C,D,A,A,F
388,21.211401,-9.111546,-4.713613,17.147494,-8.000934,18.618896,-19.899887,2.022420,-9.445118,-3.977568,0.163344,-11.679450,16.464903,-9.024395,7.294655,9.793791,-9.287610,15.085770,38.583565,-12.837112,C,B,A,C,C,E,F,F
390,22.484982,-10.816570,-3.222906,17.034436,-8.467926,18.683159,-20.049078,-0.226674,-9.703986,-3.067370,1.042102,-12.463156,17.360378,-9.126902,7.116639,9.812810,-9.238681,15.240080,-30.187842,-10.281626,A,G,C,A,E,D,A,F
392,16.571650,-11.192124,-3.065312,17.227525,-7.911855,18.700325,-18.426833,-0.172827,-1.269588,-3.155448,0.394440,-19.142166,14.407043,-21.407124,16.701371,9.780328,-9.225613,15.225147,18.881160,-8.196871,B,B,C,A,B,D,C,G
394,15.275874,-8.920272,-4.180922,17.267164,-8.212119,18.630047,-19.924538,1.299013,-2.165468,-3.900098,0.420425,-17.118831,13.445902,-19.729534,16.089877,9.773660,-9.279120,15.098902,-8.106348,-11.216699,D,B,A,B,C,A,F,G
396,24.343552,-11.565642,-5.576531,17.348076,-8.001720,18.531651,-18.283021,3.564158,-8.998581,-4.971682,0.571188,-14.607667,17.876047,-10.308671,6.816489,9.760049,-9.354048,14.917271,-51.775040,-5.196325,B,B,C,B,A,B,A,F
398,17.805241,-10.979923,-2.104859,17.327553,-8.177256,18.642262,-18.201172,-1.728717,-1.843044,-3.801706,0.689563,-18.930487,14.780437,-20.518130,15.878456,9.763501,-9.269819,15.115582,-33.740755,-8.856360,D,E,B,A,D,D,A,G
400,14.487637,-8.872961,-6.600120,16.950487,-8.124638,18.623231,-19.990859,5.133754,-1.937902,-3.874418,0.294598,-17.078488,13.021278,-20.066315,16.406808,9.826933,-9.284310,15.103256,7.973919,-10.016515,A,F,A,B,E,D,D,F
402,22.177413,-11.021212,-4.738128,17.001080,-8.339163,18.640554,-20.022275,2.182649,-9.615278,-3.540697,0.904972,-12.294466,17.048573,-9.308156,7.193595,9.818422,-9.271119,15.159831,-14.348102,-11.236864,A,D,C,B,E,D,F,G
404,16.198557,-8.858909,-3.341946,17.212521,-7.917157,18.685228,-18.264666,0.179248,-1.431239,-3.386208,0.013758,-18.706417,14.153032,-20.829193,16.438560,9.782852,-9.237106,15.186023,-7.803834,-12.912354,B,G,C,B,C,A,A,G
406,20.184043,-11.814065,-3.679714,17.614370,-7.488070,18.642253,-20.102583,0.381280,-9.241667,-3.859201,0.023651,-11.069691,16.009776,-10.052367,7.656318,9.715258,-9.269826,15.105835,-53.553542,-7.635727,A,B,A,C,C,E,A,F
